ISO3,Country,HDI_Category,Region,HDI_Rank,HDI,Life_Expectancy,Health_Index,Mean_Years_Schooling,Mean_Schooling_Index,Expected_Years_Schooling,Expected_Schooling_Index,Education_Index,GNI_Per_Capita,Income_Index,HDI_Calculated,Health_Contribution,Education_Contribution,Income_Contribution,Bottleneck_Component,Bottleneck_Value,Strongest_Component,Strongest_Value,Component_Gap
JAM,Jamaica,High,LAC,110.0,0.709,70.5003,0.7769276923076922,9.154628661,0.5085904811666667,13.40492042,0.7447178011111111,0.6266541411388888,8834.47567,0.6769180204334321,0.6907404094882119,1.124775214589427,0.9072209074943128,0.9799890250158939,Education,0.6266541411388888,Health,0.7769276923076922,0.15027355116880337
JOR,Jordan,High,AS,102.0,0.72,74.2563,0.8347123076923076,10.44668007,0.5803711149999999,10.64655972,0.59147554,0.5859233275,9923.714974,0.6944806037790132,0.6977168996649226,1.1963481292959608,0.8397723027511427,0.9953615916606526,Education,0.5859233275,Health,0.8347123076923076,0.24878898019230766
JPN,Japan,Very High,,19.0,0.925,84.7839,0.9966753846153846,13.36610034,0.7425611299999999,15.22162588,0.8456458822222221,0.794103506111111,42274.29134,0.9133983924187745,0.8974915388710801,1.110512290588348,0.8848033343133052,1.0177236807911336,Education,0.794103506111111,Health,0.9966753846153846,0.2025718785042736
KAZ,Kazakhstan,Very High,ECA,56.0,0.811,69.3622,0.7594184615384616,12.34756189,0.6859756605555556,15.76500034,0.8758333522222223,0.7809045063888889,23942.81837,0.8275215910286289,0.7887743955813027,0.9627828512090498,0.9900226360839034,1.0491232926225638,Health,0.7594184615384616,Income,0.8275215910286289,0.06810312949016728
KEN,Kenya,Medium,SSA,152.0,0.575,61.427,0.6373384615384615,6.652,0.3695555555555556,10.69855835,0.5943643527777778,0.4819599541666667,4473.570344,0.5741283818020458,0.5607854016390118,1.1365104363910108,0.8594374118121453,1.023793380006035,Education,0.4819599541666667,Health,0.6373384615384615,0.15537850737179482
KGZ,Kyrgyzstan,Medium,ECA,118.0,0.692,69.9774,0.768883076923077,11.37410556,0.6318947533333333,13.1953001,0.7330722277777778,0.6824834905555556,4566.303831,0.5772276320401197,0.671583248744712,1.1448812613480648,1.0162306636313783,0.8595027245230479,Income,0.5772276320401197,Health,0.768883076923077,0.19165544488295727
KHM,Cambodia,Medium,EAP,146.0,0.593,69.5835,0.7628230769230769,5.088,0.2826666666666667,11.46772,0.6370955555555555,0.4598811111111111,4078.697154,0.5601694406878955,0.5813838129642166,1.3120817262417104,0.7910112061193836,0.9635105556720638,Education,0.4598811111111111,Health,0.7628230769230769,0.30294196581196586
KIR,Kiribati,Medium,EAP,136.0,0.624,67.4172,0.7294953846153845,7.984461822,0.44358121233333336,11.801993,0.6556662777777778,0.5496237450555556,4062.586034,0.5595715791135749,0.6076421540901307,1.2005345246458652,0.9045187884941088,0.9208899931431921,Education,0.5496237450555556,Health,0.7294953846153845,0.179871639559829
KNA,Saint Kitts and Nevis,High,LAC,75.0,0.777,71.6822,0.7951107692307692,8.662745,0.48126361111111104,15.42769157,0.8570939761111112,0.6691787936111111,23358.33212,0.8237882995089557,0.7596178150506347,1.04672475220683,0.8809414160020784,1.0844773295029204,Education,0.6691787936111111,Income,0.8237882995089557,0.1546095058978446
KOR,South Korea,Very High,,19.0,0.925,83.6978,0.9799661538461538,12.51293027,0.6951627927777778,16.52173996,0.9178744422222223,0.8065186175000001,44500.93187,0.9211522339104056,0.899605898428893,1.0893282887068716,0.8965243768505028,1.0239508606147891,Education,0.8065186175000001,Health,0.9799661538461538,0.17344753634615373
KWT,Kuwait,Very High,AS,50.0,0.831,78.6729,0.90266,7.328022618,0.4071123676666667,15.32443332,0.8513574066666667,0.6292348871666666,52919.76137,0.9473251620216231,0.8133522792930927,1.1098020168880909,0.7736314302992454,1.16471692050211,Education,0.6292348871666666,Income,0.9473251620216231,0.31809027485495645
LAO,Lao,Medium,EAP,140.0,0.607,68.0608,0.7393969230769231,5.374,0.2985555555555555,10.13611031,0.5631172394444444,0.4308363974999999,7699.579617,0.6561484578272675,0.5934680990147579,1.2458916061443368,0.7259638693558256,1.105617065039499,Education,0.4308363974999999,Health,0.7393969230769231,0.30856052557692315
LBN,Lebanon,High,AS,112.0,0.706,75.0472,0.8468800000000001,8.718636,0.48436866666666667,11.28587,0.6269927777777777,0.5556807222222222,9525.831467,0.6882993829774431,0.6867650662806579,1.2331436783563894,0.809127821878951,1.0022341216408903,Education,0.5556807222222222,Health,0.8468800000000001,0.2911992777777779
LBR,Liberia,Low,SSA,178.0,0.481,60.7472,0.62688,5.082,0.2823333333333333,10.42078972,0.5789327622222222,0.4306330477777778,1288.74235,0.386136502360634,0.4706277624663617,1.3320081176571188,0.9150183693393087,0.8204711518441994,Income,0.386136502360634,Health,0.62688,0.24074349763936598
LBY,Libya,High,AS,104.0,0.718,71.9112,0.798633846153846,7.599985,0.4222213888888889,12.85428,0.7141266666666666,0.5681740277777777,15335.712,0.7602286503801452,0.7013332684707099,1.1387365779685663,0.8101341449503855,1.0839763127704742,Education,0.5681740277777777,Health,0.798633846153846,0.23045981837606833
LCA,Saint Lucia,High,LAC,106.0,0.715,71.1114,0.7863292307692308,8.545040131,0.4747244517222222,12.86610985,0.7147838805555556,0.5947541661388889,12048.30381,0.7237848934420459,0.6969214141631284,1.128289667657098,0.8534020537352506,1.038545923160039,Education,0.5947541661388889,Health,0.7863292307692308,0.1915750646303419
LIE,Liechtenstein,Very High,,16.0,0.935,83.2575,0.9731923076923076,12.53854,0.6965855555555556,15.18157005,0.8434205583333333,0.7700030569444445,146829.7006,1.0,0.908302212952942,1.0714410840510937,0.8477388318158126,1.100955150983221,Education,0.7700030569444445,Income,1.0,0.22999694305555551
LKA,Sri Lanka,High,SA,73.0,0.782,76.3991,0.8676784615384616,10.82730007,0.6015166705555556,14.13990486,0.78555027,0.6935334702777778,12578.22055,0.7302867706624137,0.760279403312832,1.1412626170821547,0.9122086791458295,0.9605505127197597,Education,0.6935334702777778,Health,0.8676784615384616,0.17414499126068383
LSO,Lesotho,Low,SSA,168.0,0.514,53.062,0.5086461538461539,6.010184707,0.33389915038888884,12.04087801,0.6689376672222223,0.5014184088055555,2700.435748,0.49787942494041926,0.5026280708873831,1.0119732329078752,0.9975933256578926,0.9905523662087152,Income,0.49787942494041926,Health,0.5086461538461539,0.010766728905734602
LTU,Lithuania,Very High,,35.0,0.875,73.7201,0.826463076923077,13.49810028,0.7498944599999999,16.28506088,0.9047256044444444,0.8273100322222222,37931.30359,0.8970235873761092,0.8496339736138617,0.97272837785402,0.9737252251146619,1.05577650521751,Health,0.826463076923077,Income,0.8970235873761092,0.07056051045303224
LUX,Luxembourg,Very High,,17.0,0.93,82.6287,0.9635184615384614,13.01519217,0.7230662316666667,14.39813995,0.7998966638888888,0.7614814477777778,84649.47467,1.0,0.9019306017918881,1.0682844773469435,0.8442794226794429,1.1087327539538796,Education,0.7614814477777778,Income,1.0,0.23851855222222218
LVA,Latvia,Very High,,39.0,0.863,73.5786,0.8242861538461538,13.25271988,0.7362622155555556,16.20252991,0.9001405505555555,0.8182013830555556,32803.23423,0.875082801558992,0.8388077882149585,0.9826877687918137,0.9754336983407668,1.0432459186165035,Education,0.8182013830555556,Income,0.875082801558992,0.05688141850343642
MAR,Morocco,Medium,AS,123.0,0.683,74.0419,0.8314138461538462,5.916,0.32866666666666666,14.15190983,0.7862172127777778,0.5574419397222222,7302.81917,0.6481568134376013,0.669728830087213,1.241418629157085,0.8323397689922224,0.9677899238012458,Education,0.5574419397222222,Health,0.8314138461538462,0.27397190643162395
MDA,Moldova,High,ECA,80.0,0.767,68.8459,0.7514753846153847,11.82159042,0.6567550233333334,14.43299961,0.8018333116666666,0.7292941675,14875.33189,0.7556244772603283,0.7453744567357325,1.0081850509157106,0.9784265625278413,1.0137515049408647,Education,0.7292941675,Income,0.7556244772603283,0.026330309760328352
MDG,Madagascar,Low,SSA,173.0,0.501,64.4853,0.6843892307692307,5.120468534,0.2844704741111111,10.13499142,0.563055078888889,0.42376277650000005,1483.520983,0.4073978208029117,0.49069868187272825,1.3947240048766623,0.8635906150852688,0.8302402999088916,Income,0.4073978208029117,Health,0.6843892307692307,0.27699140996631905
MDV,Maldives,High,SA,90.0,0.747,79.9182,0.9218184615384615,7.322,0.4067777777777778,12.63560963,0.7019783127777778,0.5543780452777778,15448.12788,0.7613319005609303,0.7300318656252187,1.2627098965727908,0.7593888313395658,1.0428748886309303,Education,0.5543780452777778,Health,0.9218184615384615,0.3674404162606837
MEX,Mexico,High,LAC,86.0,0.758,70.2127,0.7725030769230768,9.221050262,0.5122805701111112,14.86443996,0.82580222,0.6690413950555556,17896.29498,0.7835530874405006,0.7398446616331955,1.0441422598330146,0.9042998209633049,1.059077841706419,Education,0.6690413950555556,Income,0.7835530874405006,0.11451169238494496
MHL,Marshall Islands,Medium,EAP,131.0,0.639,65.2688,0.6964430769230769,10.88313961,0.6046188672222222,10.2393198,0.5688511,0.5867349836111111,4619.535393,0.5789783751883766,0.6184861575702061,1.1260447277577457,0.9486630807004103,0.9361218001433689,Income,0.5789783751883766,Health,0.6964430769230769,0.11746470173470036
MKD,North Macedonia,High,ECA,78.0,0.77,73.8415,0.8283307692307692,10.22815037,0.568230576111111,13.62443234,0.7569129077777778,0.6625717419444443,15917.75283,0.7658555957585714,0.7490794182378052,1.1057983293405675,0.8845146800363726,1.02239572615709,Education,0.6625717419444443,Health,0.8283307692307692,0.16575902728632486
MLI,Mali,Low,SSA,186.0,0.428,58.9414,0.5990984615384616,2.31,0.12833333333333333,7.423037617,0.41239097872222225,0.2703621560277778,2132.629443,0.4622215942618771,0.42146816741628135,1.421456014605098,0.6414770483976857,1.096693961718214,Education,0.2703621560277778,Health,0.5990984615384616,0.3287363055106838
MLT,Malta,Very High,,23.0,0.918,83.7769,0.9811830769230769,12.21026039,0.6783477994444445,16.83856964,0.9354760911111111,0.8069119452777778,38884.45623,0.9007724680605135,0.8934366539328823,1.0982122488527166,0.9031551836672188,1.0082107825947584,Education,0.8069119452777778,Health,0.9811830769230769,0.17427113164529917
MMR,Myanmar,Medium,EAP,149.0,0.585,65.6716,0.7026399999999999,6.37680006,0.35426667,10.90913752,0.6060631955555555,0.4801649327777778,3850.524234,0.5514734177105741,0.5708858747927367,1.2307889037455995,0.8410874291680528,0.965995905768013,Education,0.4801649327777778,Health,0.7026399999999999,0.22247506722222216
MNE,Montenegro,Very High,ECA,49.0,0.832,76.3426,0.8668092307692309,12.17648306,0.6764712811111111,15.08160973,0.8378672072222222,0.7571692441666666,20838.80129,0.8065472423000017,0.8089383676392256,1.071539273503485,0.9360036245732294,0.997044119261889,Education,0.7571692441666666,Health,0.8668092307692309,0.10963998660256424
MNG,Mongolia,High,EAP,96.0,0.739,70.9754,0.7842369230769229,9.423700333,0.5235389073888889,14.98034954,0.8322416411111111,0.6778902742499999,10588.22532,0.7042713142852339,0.7207459810906316,1.0880905945395865,0.9405397907654199,0.9771422009450983,Education,0.6778902742499999,Health,0.7842369230769229,0.10634664882692302
MOZ,Mozambique,Low,SSA,185.0,0.446,59.3247,0.6049953846153846,3.197641838,0.17764676877777777,10.2191516,0.5677306444444444,0.3726887066111111,1198.073924,0.3751167425929476,0.43895659757440325,1.378257868678777,0.849033158791833,0.854564539332081,Education,0.3726887066111111,Health,0.6049953846153846,0.23230667800427351
MRT,Mauritania,Medium,SSA,158.0,0.556,64.3636,0.6825169230769231,4.918804891,0.2732669383888889,9.376159668,0.5208977593333333,0.39708234886111105,5075.305711,0.5931916056237204,0.543746324526564,1.2552120212880256,0.730271324972813,1.0909344649643526,Education,0.39708234886111105,Health,0.6825169230769231,0.2854345742158121
MUS,Mauritius,Very High,SSA,63.0,0.802,73.5552,0.8239261538461539,10.42791048,0.57932836,15.17352977,0.8429738761111111,0.7111511180555555,22025.34631,0.8149122856930096,0.781604438801321,1.0541472296520449,0.9098606440185861,1.0426147105085148,Education,0.7111511180555555,Health,0.8239261538461539,0.11277503579059833
MWI,Malawi,Low,SSA,169.0,0.512,62.9044,0.6600676923076924,4.489695385,0.2494275213888889,12.67898523,0.7043880683333333,0.4769077948611111,1465.635064,0.4055655652976141,0.50353306054365,1.310872600093103,0.9471231031904989,0.8054397954718937,Income,0.4055655652976141,Health,0.6600676923076924,0.25450212701007824
MYS,Malaysia,Very High,EAP,62.0,0.803,74.8839,0.8443676923076923,10.64505959,0.5913921994444444,13.34304047,0.7412800261111111,0.6663361127777778,26657.94355,0.8437478097825941,0.7800920866491445,1.082394895113782,0.8541762237840392,1.0816002677413128,Education,0.6663361127777778,Health,0.8443676923076923,0.17803157952991444
NAM,Namibia,Medium,SSA,139.0,0.615,59.269,0.6041384615384615,7.192013277,0.3995562931666667,11.92720692,0.6626226066666666,0.5310894499166666,8633.504452,0.6734420382439525,0.6000693722596019,1.0067810314389771,0.8850467537058478,1.1222736393095034,Education,0.5310894499166666,Income,0.6734420382439525,0.14235258832728592
NER,Niger,Low,SSA,189.0,0.4,61.5763,0.6396353846153847,2.116717299,0.11759540549999999,6.957111988,0.3865062215555556,0.2520508135277778,1239.866936,0.38029627145089673,0.3943188609556802,1.6221272882183464,0.6392055731671108,0.964438450976456,Education,0.2520508135277778,Health,0.6396353846153847,0.3875845710876069
NGA,Nigeria,Low,SSA,163.0,0.535,52.676,0.5027076923076923,7.181074153,0.39894856405555557,10.12758388,0.5626435488888889,0.48079605647222223,4790.284425,0.5844610415715158,0.5208076223415399,0.9652464187208499,0.9231740010074613,1.1222205983541322,Education,0.48079605647222223,Income,0.5844610415715158,0.10366498509929356
NIC,Nicaragua,Medium,LAC,126.0,0.667,73.8368,0.8282584615384615,7.144,0.3968888888888889,12.64135783,0.7022976572222223,0.5495932730555556,5624.793595,0.608719755880328,0.6519409018052851,1.2704502190995175,0.843010879565434,0.9337038897156572,Education,0.5495932730555556,Health,0.8282584615384615,0.2786651884829059
NLD,Netherlands,Very High,,10.0,0.941,81.6873,0.9490353846153845,12.58162975,0.6989794305555556,18.69316522,1.0,0.8494897152777778,55979.411,0.9558155715210706,0.9167935390615007,1.0351680549438524,0.9265878074875831,1.0425635988878321,Education,0.8494897152777778,Income,0.9558155715210706,0.10632585624329272
NOR,Norway,Very High,,2.0,0.961,83.2339,0.9728292307692309,13.00362968,0.7224238711111111,18.18519974,1.0,0.8612119355555555,64660.10622,0.9775918341284558,0.9356241121947793,1.0397650275249706,0.9204678720125454,1.0448553231866045,Education,0.8612119355555555,Income,0.9775918341284558,0.11637989857290032
NPL,Nepal,Medium,SA,143.0,0.602,68.4495,0.745376923076923,5.121792742,0.2845440412222222,12.88694954,0.7159416411111111,0.5002428411666666,3877.315444,0.5525207950380918,0.5906113894636154,1.2620429209024626,0.846991524530165,0.9355065020670921,Education,0.5002428411666666,Health,0.745376923076923,0.24513408191025643
NZL,New Zealand,Very High,,13.0,0.937,82.4513,0.9607892307692308,12.94468975,0.7191494305555556,20.28388977,1.0,0.8595747152777777,44057.31394,0.9196388436941197,0.9123812571995591,1.0530567382743634,0.942122285497332,1.0079545545650914,Education,0.8595747152777777,Health,0.9607892307692308,0.1012145154914531
OMN,Oman,Very High,AS,54.0,0.816,72.5406,0.808316923076923,11.65404034,0.6474466855555555,14.57349014,0.8096383411111111,0.7285425133333333,27054.32505,0.845977348244957,0.792741818414401,1.0196471339100976,0.9190161240522474,1.0671536792861953,Education,0.7285425133333333,Income,0.845977348244957,0.11743483491162365
PAK,Pakistan,Low,SA,161.0,0.544,66.0979,0.7091984615384614,4.536330223,0.25201834572222226,8.658349991,0.4810194439444444,0.36651889483333333,4623.70543,0.5791146711139538,0.5319566472996015,1.3331884565003589,0.6890014377936845,1.0886501260088448,Education,0.36651889483333333,Health,0.7091984615384614,0.3426795667051281
PAN,Panama,Very High,LAC,61.0,0.805,76.2233,0.8649738461538461,10.54059029,0.5855883494444445,13.05787868,0.7254377044444444,0.6555130269444445,26956.83707,0.8454320485871224,0.7826261169917902,1.1052197561187698,0.8375813338098974,1.0802502372866647,Education,0.6555130269444445,Health,0.8649738461538461,0.20946081920940163
PER,Peru,High,LAC,84.0,0.762,72.3769,0.8057984615384617,9.885518863,0.5491954923888889,15.38773354,0.8548740855555556,0.7020347889722223,12245.89366,0.7262420840932214,0.7433993205516894,1.0839375814070757,0.9443575875899781,0.9769205647837621,Education,0.7020347889722223,Health,0.8057984615384617,0.10376367256623942
PHL,Philippines,Medium,EAP,116.0,0.699,69.2664,0.7579446153846154,8.969099998,0.4982833332222223,13.12656975,0.7292538749999999,0.6137686041111111,8920.428468,0.6783805756908284,0.6808297349986572,1.1132660288201284,0.9015008783544416,0.9964026845745309,Education,0.6137686041111111,Health,0.7579446153846154,0.14417601127350432
PLW,Palau,High,EAP,80.0,0.767,66.0204,0.7080061538461537,12.49143,0.6939683333333333,15.78432,0.8769066666666666,0.7854375,13818.67869,0.7444942290611862,0.7453095170216892,0.9499491656505308,1.0538406957939637,0.9989061082115777,Health,0.7080061538461537,Education,0.7854375,0.07743134615384628
PNG,Papua New Guinea,Medium,EAP,156.0,0.558,65.3506,0.6977015384615385,4.74,0.26333333333333336,10.36077074,0.5755983744444444,0.4194658538888889,4008.623573,0.5575516934042041,0.546450059687125,1.2767892071619753,0.767619742102431,1.0203159163774917,Education,0.4194658538888889,Health,0.6977015384615385,0.2782356845726496
POL,Poland,Very High,,34.0,0.876,76.4572,0.8685723076923076,13.1647501,0.7313750055555555,16.0271492,0.8903971777777778,0.8108860916666667,33033.96081,0.876141556111082,0.8513602517757377,1.0202171241617983,0.9524594200578999,1.0291078944355887,Education,0.8108860916666667,Income,0.876141556111082,0.06525546444441532
PRT,Portugal,Very High,,38.0,0.866,81.0443,0.9391430769230771,9.575940132,0.531996674,16.87122917,0.9372905094444444,0.7346435917222222,33154.53343,0.8766918996610911,0.8457041919153042,1.1104864867657303,0.8686767769927235,1.0366413079679877,Education,0.7346435917222222,Health,0.9391430769230771,0.20449948520085492
PRY,Paraguay,High,LAC,105.0,0.717,70.2617,0.7732569230769232,8.861840248,0.4923244582222222,12.98799113,0.7215550627777777,0.6069397605,12349.286,0.7275120969781206,0.6989346022621942,1.1063365879642744,0.8683784699391892,1.0408872226720949,Education,0.6069397605,Health,0.7732569230769232,0.1663171625769232
PSE,"Palestine, State of",High,AS,106.0,0.715,73.4727,0.8226569230769232,9.938480377,0.5521377987222222,13.35801029,0.7421116827777777,0.64712474075,6582.899416,0.6324794683353082,0.6956931560007871,1.1824996637971705,0.9301870158821397,0.9091356769572599,Income,0.6324794683353082,Health,0.8226569230769232,0.19017745474161496
QAT,Qatar,Very High,AS,42.0,0.855,79.2716,0.9118707692307694,9.99601145,0.5553339694444444,12.63722038,0.7020677988888889,0.6287008841666666,87134.13469,1.0,0.8307285222433168,1.09767600944811,0.7568066670792878,1.203762689283352,Education,0.6287008841666666,Income,1.0,0.3712991158333334
ROU,Romania,Very High,,53.0,0.821,74.1847,0.8336107692307694,11.27511978,0.6263955433333334,14.22990036,0.79055002,0.7084727816666667,30027.29131,0.8617263878330664,0.7983965033313687,1.044106237630634,0.8873695948197562,1.0793213450177312,Education,0.7084727816666667,Income,0.8617263878330664,0.15325360616639971
RUS,Russian Federation,Very High,,52.0,0.822,69.419,0.7602923076923076,12.77428805,0.7096826694444444,15.76636982,0.8759094344444445,0.7927960519444444,27166.30891,0.8466013109946243,0.7991108069202246,0.9514228829196747,0.9920977730233466,1.0594291851181794,Health,0.7602923076923076,Income,0.8466013109946243,0.08630900330231672
RWA,Rwanda,Low,SSA,165.0,0.534,66.0722,0.7088030769230769,4.425292358,0.24584957544444444,11.23097038,0.6239427988888889,0.43489618716666667,2209.795202,0.4675907408996438,0.5243151004189069,1.3518647018877987,0.8294557734827814,0.891812462631836,Education,0.43489618716666667,Health,0.7088030769230769,0.2739068897564102
SAU,Saudi Arabia,Very High,AS,35.0,0.875,76.936,0.8759384615384617,11.31052971,0.6283627616666667,16.13549042,0.8964161344444445,0.7623894480555555,46111.55135,0.9265227727605526,0.8521228090796832,1.0279486151585358,0.8946943327088707,1.0873113157963974,Education,0.7623894480555555,Income,0.9265227727605526,0.16413332470499709
SDN,Sudan,Low,AS,172.0,0.508,65.2667,0.6964107692307693,3.82,0.2122222222222222,7.945187858,0.44139932544444443,0.32681077383333335,3575.19084,0.5402664801357947,0.4972673623496466,1.4004755227452426,0.6572133998280405,1.0864708224223127,Education,0.32681077383333335,Health,0.6964107692307693,0.36959999539743593
SEN,Senegal,Low,SSA,170.0,0.511,67.0926,0.7245015384615385,2.937938258,0.16321879211111112,8.963749886,0.4979861047777778,0.3306024484444445,3344.311825,0.5301823595409286,0.5026398114009528,1.4413930652293834,0.6577323183434128,1.0547957951504268,Education,0.3306024484444445,Health,0.7245015384615385,0.39389909001709406
SGP,Singapore,Very High,EAP,12.0,0.939,82.7545,0.965453846153846,11.92488003,0.6624933350000001,16.5243206,0.918017811111111,0.7902555730555556,90918.64471,1.0,0.9137618626245523,1.0565705197859991,0.8648375527358345,1.0943770372816286,Education,0.7902555730555556,Income,1.0,0.2097444269444444
SLB,Solomon Islands,Medium,EAP,155.0,0.564,70.3477,0.77458,5.711848,0.3173248888888889,10.32869027,0.5738161261111111,0.4455705075,2481.511362,0.4851083647448551,0.5511550949582373,1.4053757410311019,0.8084303521384706,0.8801667065812269,Education,0.4455705075,Health,0.77458,0.32900949250000006
SLE,Sierra Leone,Low,SSA,181.0,0.477,60.0624,0.6163446153846154,4.576081285,0.25422673805555557,9.57339109,0.5318550605555555,0.3930408993055555,1621.512579,0.4208328836322874,0.46715070255769353,1.3193699849108036,0.8413578255445621,0.9008503708293453,Education,0.3930408993055555,Health,0.6163446153846154,0.22330371607905986
SLV,El Salvador,Medium,LAC,125.0,0.675,70.7479,0.7807369230769231,7.150929928,0.3972738848888889,12.67134767,0.7039637594444444,0.5506188221666667,8295.665889,0.6674123006684335,0.6595534445718101,1.1837356464475548,0.8348357918502495,1.0119154196847922,Education,0.5506188221666667,Health,0.7807369230769231,0.23011810091025642
SMR,San Marino,Very High,,44.0,0.853,80.8786,0.9365938461538462,10.80146027,0.6000811261111111,12.26613998,0.6814522211111111,0.6407666736111111,52653.82534,0.946564152611439,0.8281971971109651,1.1308826562333292,0.7736885319659669,1.142921222039121,Education,0.6407666736111111,Income,0.946564152611439,0.30579747900032794
SRB,Serbia,Very High,ECA,63.0,0.802,74.1923,0.8337276923076924,11.36987019,0.631659455,14.40009022,0.8000050122222222,0.7158322336111111,19123.02747,0.7935680112089487,0.7794828125091312,1.0695908606681763,0.9183425498592704,1.0180699285138535,Education,0.7158322336111111,Health,0.8337276923076924,0.11789545869658125
SSD,South Sudan,Low,SSA,191.0,0.385,54.9752,0.53808,5.726140022,0.3181188901111111,5.54251,0.30791722222222223,0.31301805616666667,767.787,0.30790326652762273,0.3729152800987821,1.4429014543396215,0.8393811486720276,0.8256654606538562,Income,0.30790326652762273,Health,0.53808,0.23017673347237727
STP,Sao Tome and Principe,Medium,SSA,138.0,0.618,67.5912,0.7321723076923077,6.215599435,0.3453110797222222,13.36538506,0.7425213922222222,0.5439162359722223,4021.350815,0.5580305304130747,0.6057142077114722,1.2087751919483998,0.8979750335183041,0.9212769377186026,Education,0.5439162359722223,Health,0.7321723076923077,0.1882560717200854
SUR,Suriname,High,LAC,99.0,0.73,70.2743,0.7734507692307692,9.77680063,0.5431555905555556,13.03564357,0.7242024205555555,0.6336790055555556,12672.20033,0.7314112073616845,0.7103753260562419,1.0887917145499695,0.8920340872106612,1.0296123479150474,Education,0.6336790055555556,Health,0.7734507692307692,0.1397717636752136
SVK,Slovakia,Very High,,45.0,0.848,74.9101,0.8447707692307692,12.91141987,0.7173011038888889,14.51303959,0.8062799772222222,0.7617905405555556,30690.48552,0.8650263528790704,0.8226237880471794,1.0269223690165397,0.9260497345499388,1.0515455126000552,Education,0.7617905405555556,Income,0.8650263528790704,0.10323581232351475
SVN,Slovenia,Very High,,23.0,0.918,80.6904,0.9336984615384615,12.80368042,0.7113155788888889,17.65492058,0.9808289211111111,0.84607225,39746.01987,0.9040828723949083,0.8938694859175951,1.0445579318327218,0.9465277239344073,1.0114260377361788,Education,0.84607225,Health,0.9336984615384615,0.08762621153846151
SWE,Sweden,Very High,,7.0,0.947,82.9833,0.9689738461538462,12.60972023,0.7005400127777778,19.41852951,1.0,0.8502700063888888,54489.37401,0.951740351926153,0.9221377453911027,1.0507907858634276,0.922063987336585,1.0321021525070477,Education,0.8502700063888888,Health,0.9689738461538462,0.11870383976495735
SWZ,Eswatini,Medium,SSA,144.0,0.597,57.0657,0.5702415384615385,5.596,0.3108888888888889,13.74434586,0.76357477,0.5372318294444445,7678.591873,0.655736143399593,0.5856658516809244,0.9736636288847702,0.9173009283408464,1.1196420988479339,Education,0.5372318294444445,Income,0.655736143399593,0.11850431395514849
SYC,Seychelles,High,SSA,72.0,0.785,71.2945,0.7891461538461538,10.28312,0.5712844444444445,13.94161034,0.7745339077777778,0.6729091761111111,25830.61775,0.8389855281851111,0.7637586140744028,1.0332402663667737,0.8810495406675158,1.0984956669875017,Education,0.6729091761111111,Income,0.8389855281851111,0.16607635207399996
SYR,Syrian Arab Republic,Medium,AS,150.0,0.577,72.0627,0.8009646153846155,5.1,0.2833333333333333,9.164219856,0.5091233253333334,0.39622832933333335,4191.933893,0.5643060361332115,0.5636694748158589,1.4209827765576215,0.7029444506690278,1.0011293166399697,Education,0.39622832933333335,Health,0.8009646153846155,0.40473628605128215
TCD,Chad,Low,SSA,190.0,0.394,52.5254,0.5003907692307692,2.57377421,0.1429874561111111,8.035914334,0.44643968522222216,0.29471357066666665,1364.169417,0.3947283918456372,0.3875573071996486,1.2911400712488563,0.7604386891738985,1.018503288449918,Education,0.29471357066666665,Health,0.5003907692307692,0.20567719856410255
TGO,Togo,Low,SSA,162.0,0.539,61.6194,0.6402984615384615,5.016807367,0.2787115203888889,12.95049378,0.7194718766666667,0.4990916985277778,2166.619062,0.4646101204088601,0.5295217744211209,1.2092013822065069,0.9425329091960201,0.8774145707544833,Income,0.4646101204088601,Health,0.6402984615384615,0.17568834112960136
THA,Thailand,Very High,EAP,66.0,0.8,78.7154,0.9033138461538462,8.697119713,0.48317331738888886,15.88221913,0.8823455072222222,0.6827594123055555,17030.15352,0.7760594848467903,0.7822287814726224,1.154794949443396,0.8728385204903787,0.9921131812431936,Education,0.6827594123055555,Health,0.9033138461538462,0.22055443384829077
TJK,Tajikistan,Medium,ECA,122.0,0.685,71.5942,0.7937569230769231,11.3333938,0.6296329888888889,11.65303618,0.6473908988888889,0.6385119438888889,4547.742427,0.576612359689361,0.6636108829330924,1.1961180015140778,0.9621782287034402,0.8689013012276007,Income,0.576612359689361,Health,0.7937569230769231,0.21714456338756216
TKM,Turkmenistan,High,ECA,91.0,0.745,69.2644,0.757913846153846,11.26139,0.6256327777777778,13.21039963,0.7339110905555555,0.6797719341666666,13020.7155,0.7355094921576503,0.7236420317325082,1.047360176604565,0.9393759681692204,1.0163996284139682,Education,0.6797719341666666,Health,0.757913846153846,0.07814191198717946
TLS,Timor-Leste,Medium,EAP,140.0,0.607,67.7369,0.7344138461538462,5.43679,0.3020438888888889,12.616098,0.7008943333333333,0.5014691111111111,4460.869435,0.5736989096833663,0.5956022859185751,1.2330608251799893,0.8419529658750623,0.9632248284584267,Education,0.5014691111111111,Health,0.7344138461538462,0.23294473504273505
TON,Tonga,High,EAP,91.0,0.745,70.9857,0.7843953846153845,11.392594,0.6329218888888889,16.04857063,0.8915872572222222,0.7622545730555556,6822.03125,0.6378694352779357,0.725196367836172,1.081631706120991,1.0511009250224972,0.8795816741073857,Income,0.6378694352779357,Health,0.7843953846153845,0.14652594933744878
