ISO3,Country,HDI_Category,Region,HDI_Rank,HDI,Life_Expectancy,Health_Index,Mean_Years_Schooling,Mean_Schooling_Index,Expected_Years_Schooling,Expected_Schooling_Index,Education_Index,GNI_Per_Capita,Income_Index,HDI_Calculated,Health_Contribution,Education_Contribution,Income_Contribution,Bottleneck_Component,Bottleneck_Value,Strongest_Component,Strongest_Value,Component_Gap
BLR,Belarus,Very High,ECA,60.0,0.808,72.438,0.8067384615384616,12.14358044,0.6746433577777777,15.16996956,0.8427760866666667,0.7587097222222222,18848.96704,0.791387503280102,0.7853547352345496,1.0272281115075033,0.96607263976785,1.0076815835887851,Education,0.7587097222222222,Health,0.8067384615384616,0.04802873931623941
BLZ,Belize,Medium,LAC,123.0,0.683,70.4697,0.7764569230769232,8.847599983,0.4915333323888889,12.99168968,0.7217605377777778,0.6066469350833333,6309.099778,0.626062275165463,0.6656158215683389,1.1665241388755123,0.9114070240306762,0.9405760122863682,Education,0.6066469350833333,Health,0.7764569230769232,0.16980998799358982
BOL,Bolivia,Medium,LAC,118.0,0.692,63.6304,0.6712369230769231,9.827750206,0.5459861225555556,14.94697094,0.8303872744444445,0.6881866985,8111.190194,0.6640152713670352,0.6744038795194195,0.9953040655033699,1.0204370398794298,0.9845958653740438,Income,0.6640152713670352,Education,0.6881866985,0.02417142713296483
BRA,Brazil,High,LAC,87.0,0.754,72.7504,0.8115446153846154,8.128813955,0.45160077527777776,15.59906006,0.8666144477777777,0.6591076115277777,14369.88848,0.7504025827904869,0.7376567982605093,1.1001655746931949,0.893515267644844,1.0172787461052806,Education,0.6591076115277777,Health,0.8115446153846154,0.15243700385683767
BRB,Barbados,High,LAC,70.0,0.79,77.5714,0.8857138461538461,9.852700596,0.5473722553333333,15.71338458,0.87296581,0.7101690326666666,12306.341,0.726985880796769,0.7704191103388083,1.149651967698899,0.9217957124069192,0.9436238938531281,Education,0.7101690326666666,Health,0.8857138461538461,0.17554481348717943
BRN,Brunei,Very High,EAP,51.0,0.829,74.6424,0.8406523076923076,9.18,0.51,13.95178032,0.7750989066666666,0.6425494533333334,64489.53954,0.9771928382283925,0.8081669409263265,1.0401963568674886,0.795070202447082,1.209147255031649,Education,0.6425494533333334,Income,0.9771928382283925,0.3346433848950592
BTN,Bhutan,Medium,SA,127.0,0.666,71.815,0.7971538461538461,5.170262283,0.2872367935,13.22500478,0.7347224877777778,0.5109796406388889,9437.541512,0.6868927977558281,0.6540509312716467,1.2187947574724338,0.7812535938835992,1.050213010812978,Education,0.5109796406388889,Health,0.7971538461538461,0.2861742055149572
BWA,Botswana,Medium,SSA,117.0,0.693,61.1409,0.6329369230769231,10.34,0.5744444444444444,12.26513765,0.6813965361111111,0.6279204902777777,16198.31841,0.7684949047050118,0.6734448348482395,0.9398496956614941,0.9324007814526922,1.1411400978050292,Education,0.6279204902777777,Income,0.7684949047050118,0.14057441442723406
CAF,Central African Republic,Low,SSA,188.0,0.404,53.8947,0.521456923076923,4.334,0.24077777777777776,8.040171714,0.4466762063333333,0.34372699205555557,966.0586107,0.3426026041145626,0.39452474245409325,1.3217343982870722,0.8712431821574576,0.8683932013577773,Income,0.3426026041145626,Health,0.521456923076923,0.17885431896236043
CAN,Canada,Very High,,15.0,0.936,82.6565,0.9639461538461538,13.83442722,0.76857929,16.39625931,0.9109032950000001,0.8397412925000001,46807.98619,0.9287871500242005,0.9092950511142761,1.060102716565879,0.923508042269621,1.0214364951024844,Education,0.8397412925000001,Health,0.9639461538461538,0.12420486134615372
CHE,Switzerland,Very High,,1.0,0.962,83.9872,0.9844184615384616,13.85966015,0.7699811194444445,16.50029945,0.9166833027777778,0.8433322111111111,66933.00454,0.9828104730718608,0.9344356622207971,1.053489824220615,0.9025043084366366,1.0517690118291239,Education,0.8433322111111111,Health,0.9844184615384616,0.14108625042735046
CHL,Chile,Very High,LAC,42.0,0.855,78.9435,0.906823076923077,10.9349663,0.6074981277777778,16.73130035,0.9295166861111112,0.7685074069444444,24563.24486,0.8313860187865509,0.8336641244735988,1.087755908287013,0.9218429633513421,0.9972673578960995,Education,0.7685074069444444,Health,0.906823076923077,0.13831566997863254
CHN,China,High,EAP,79.0,0.768,78.2107,0.8955492307692308,7.600118446,0.42222880255555556,14.2361149,0.7908952722222222,0.6065620373888889,17504.39969,0.7802084949887267,0.7511473196804034,1.1922417977212076,0.8075140807890624,1.0386890488016227,Education,0.6065620373888889,Health,0.8955492307692308,0.28898719338034184
CIV,Ivory Coast,Medium,SSA,159.0,0.55,58.5983,0.59382,5.199138977,0.28884105427777773,10.67558002,0.5930877788888889,0.4409644165833333,5217.448516,0.597364026345281,0.5388060670365615,1.1021034029293983,0.8184102658840532,1.1086809575675136,Education,0.4409644165833333,Income,0.597364026345281,0.15639960976194767
CMR,Cameroon,Medium,SSA,151.0,0.576,60.3334,0.6205138461538461,6.15131,0.34173944444444443,13.10859922,0.7282555122222223,0.5349974783333333,3620.932408,0.5421868527671243,0.5646128153926451,1.0990077257143485,0.9475475294716494,0.9602808118871244,Education,0.5349974783333333,Health,0.6205138461538461,0.08551636782051275
COD,The Democratic Republic of the Congo,Low,SSA,179.0,0.479,59.193,0.6029692307692307,7.018696516,0.38992758422222223,9.817864451,0.5454369139444445,0.46768224908333333,1076.098781,0.3588974442275858,0.46602097878350773,1.2938671395077752,1.00356479724188,0.7701315188952327,Income,0.3588974442275858,Health,0.6029692307692307,0.2440717865416449
COG,Congo,Medium,SSA,153.0,0.571,63.5187,0.6695184615384616,6.166,0.34255555555555556,12.33081527,0.6850452927777778,0.5138004241666667,2889.283521,0.5080900985286656,0.5591125607234528,1.197466321758451,0.918957040603496,0.9087438455527315,Income,0.5080900985286656,Health,0.6695184615384616,0.16142836300979602
COL,Colombia,High,LAC,88.0,0.752,72.8296,0.8127630769230769,8.862859726,0.4923810958888889,14.44274998,0.8023749988888889,0.6473780473888888,14384.35666,0.7505545952453737,0.7336710921154445,1.1078030546080002,0.8823818388731374,1.023012359777251,Education,0.6473780473888888,Health,0.8127630769230769,0.1653850295341881
COM,Comoros,Medium,SSA,156.0,0.558,63.4174,0.66796,5.078649,0.28214716666666667,11.92432393,0.6624624405555556,0.47230480361111116,3142.064119,0.5207593529757455,0.547692296513144,1.2195899125339802,0.8623542938580959,0.9508246807397771,Education,0.47230480361111116,Health,0.66796,0.19565519638888884
CPV,Cabo Verde,Medium,SSA,128.0,0.662,74.0518,0.8315661538461538,6.287719287,0.34931773816666667,12.55461444,0.69747858,0.5233981590833333,6230.200199,0.624161309254413,0.6476523510668705,1.2839699454133444,0.8081467753821096,0.9637289330089501,Education,0.5233981590833333,Health,0.8315661538461538,0.30816799476282053
CRI,Costa Rica,Very High,LAC,58.0,0.809,77.0232,0.8772800000000001,8.804059982,0.48911444344444444,16.54577065,0.9192094805555556,0.704161962,19974.27358,0.800146773649239,0.7906667627501042,1.1095445531928483,0.890592592447895,1.0119898942838592,Education,0.704161962,Health,0.8772800000000001,0.17311803800000003
CUB,Cuba,High,LAC,83.0,0.764,73.6829,0.8258907692307693,12.49773438,0.6943185766666667,14.44305992,0.8023922177777778,0.7483553972222223,7878.847482,0.6596251417929895,0.74149672287378,1.11381580491672,1.0092497702779597,0.889586051353693,Income,0.6596251417929895,Health,0.8258907692307693,0.16626562743777984
CYP,Cyprus,Very High,,29.0,0.896,81.2033,0.9415892307692307,12.44017029,0.6911205716666666,15.64826965,0.8693483138888889,0.7802344427777778,38188.42152,0.8980440662237362,0.8705520638109157,1.0816001361794996,0.896252476115254,1.0315799635147287,Education,0.7802344427777778,Health,0.9415892307692307,0.16135478799145297
CZE,Czechia,Very High,,32.0,0.889,77.7283,0.8881276923076924,12.86931038,0.7149616877777778,16.21968079,0.9010933772222223,0.8080275325,38745.21386,0.9002305778123207,0.8644736838175728,1.0273623233800038,0.9347046042300526,1.0413626171207933,Education,0.8080275325,Income,0.9002305778123207,0.09220304531232071
DEU,Germany,Very High,,9.0,0.942,80.6301,0.9327707692307692,14.09096691,0.782831495,17.01013947,0.9450077483333332,0.8639196216666667,54534.21682,0.9518646142769361,0.9153934825708038,1.0189834065796086,0.9437685958178583,1.0398420268447905,Education,0.8639196216666667,Income,0.9518646142769361,0.08794499261026945
DJI,Djibouti,Low,AS,171.0,0.509,62.3049,0.6508446153846155,4.1,0.22777777777777775,7.43298,0.41294333333333333,0.32036055555555554,5024.993944,0.5916867109415656,0.49781661780417,1.3073983312478397,0.6435312605044018,1.188563599084838,Education,0.32036055555555554,Health,0.6508446153846155,0.33048405982905993
DMA,Dominica,High,LAC,102.0,0.72,72.814,0.8125230769230768,8.142186,0.4523436666666667,13.3191862,0.7399547888888889,0.5961492277777778,11487.62422,0.7165865461171559,0.7027806252937925,1.1561546344329103,0.8482721439973702,1.019644708926903,Education,0.5961492277777778,Health,0.8125230769230768,0.216373849145299
DNK,Denmark,Very High,,6.0,0.948,81.3753,0.9442353846153846,12.96049023,0.720027235,18.71479988,1.0,0.8600136174999999,60364.78595,0.9672084906141163,0.9226462760206958,1.0233991174687238,0.9321162831862002,1.0482982652741135,Education,0.8600136174999999,Income,0.9672084906141163,0.10719487311411635
DOM,Dominican Republic,High,LAC,80.0,0.767,72.6146,0.8094553846153846,9.306864107,0.5170480059444444,14.46655802,0.8036976677777778,0.6603728368611111,17989.60037,0.7843385963738226,0.7484484639014066,1.0815111843452383,0.8823223891980655,1.0479527104449289,Education,0.6603728368611111,Health,0.8094553846153846,0.14908254775427343
DZA,Algeria,High,AS,91.0,0.745,76.3767,0.8673338461538461,8.069284397,0.44829357761111116,14.62689602,0.8126053344444445,0.6304494560277778,10800.22546,0.7072659103246092,0.7285730425897202,1.1904555829720234,0.8653208658212755,0.9707549812859193,Education,0.6304494560277778,Health,0.8673338461538461,0.23688439012606832
ECU,Ecuador,High,LAC,95.0,0.74,73.67,0.8256923076923077,8.817119598,0.48983997766666665,14.62423038,0.8124572433333334,0.6511486105,10311.63273,0.7002728818219428,0.7220853852414204,1.143482923998313,0.9017612373947942,0.9697923488477961,Education,0.6511486105,Health,0.8256923076923077,0.17454369719230778
EGY,Egypt,High,AS,97.0,0.731,70.2207,0.7726261538461537,9.573026174,0.5318347874444445,13.78649972,0.7659166511111111,0.6488757192777778,11731.69056,0.7197622623472784,0.7119344363865677,1.0852490262553214,0.911426229880317,1.0109951500596612,Education,0.6488757192777778,Health,0.7726261538461537,0.12375043456837598
ERI,Eritrea,Low,SSA,176.0,0.492,66.5358,0.7159353846153845,4.8872352,0.2715130666666667,8.064524628,0.44802914599999993,0.3597711063333333,1728.742667,0.4305057310208173,0.4804258297315371,1.4902100185068123,0.7488587916565064,0.8960919758652127,Education,0.3597711063333333,Health,0.7159353846153845,0.3561642782820512
ESP,Spain,Very High,,27.0,0.905,83.01,0.9693846153846155,10.60540009,0.5891888938888888,17.91690063,0.9953833683333334,0.7922861311111111,38353.60164,0.8986960333795478,0.8837518457304252,1.0968968495714024,0.8965029436020955,1.016909936563438,Education,0.7922861311111111,Health,0.9693846153846155,0.1770984842735044
EST,Estonia,Very High,,31.0,0.89,77.1436,0.8791323076923078,13.54843044,0.75269058,15.92895985,0.8849422138888889,0.8188163969444444,38048.26372,0.8974886469325173,0.8644832408143808,1.0169454608097745,0.9471744023320612,1.0381793475684318,Education,0.8188163969444444,Income,0.8974886469325173,0.07867224998807287
ETH,Ethiopia,Low,SSA,175.0,0.498,64.9748,0.69192,3.201520681,0.17786226005555555,9.651071421,0.5361706344999999,0.3570164472777777,2361.069604,0.4775928804340904,0.49045667629529377,1.4107668086536747,0.7279265723825635,0.9737717998695193,Education,0.3570164472777777,Health,0.69192,0.3349035527222223
FIN,Finland,Very High,,11.0,0.94,82.0381,0.9544323076923077,12.87362003,0.7152011127777778,19.05192947,1.0,0.8576005563888889,49452.16672,0.9370879706229717,0.9153844197773751,1.0426573656611167,0.9368747575990648,1.023709766494469,Education,0.8576005563888889,Health,0.9544323076923077,0.09683175130341881
FJI,Fiji,High,EAP,99.0,0.73,67.114,0.7248307692307693,10.92154799,0.6067526661111111,14.73679,0.8187105555555555,0.7127316108333333,9980.110866,0.6953366146363089,0.7108630057559712,1.0196490228942834,1.0026286430187417,0.9781583919912239,Income,0.6953366146363089,Health,0.7248307692307693,0.029494154594460364
FRA,France,Very High,,28.0,0.903,82.4988,0.96152,11.61005974,0.645003318888889,15.81206989,0.8784483272222222,0.7617258230555556,45937.05273,0.9259500525436972,0.8785804203093265,1.0944018074765114,0.8669961285813435,1.0539161027714379,Education,0.7617258230555556,Health,0.96152,0.19979417694444446
FSM,Micronesia,Medium,EAP,134.0,0.628,70.71,0.7801538461538461,7.804956,0.43360866666666664,11.54947988,0.6416377711111111,0.5376232188888889,3696.173945,0.5452935633923531,0.6115465878332035,1.2757063184965876,0.8791206256153997,0.8916631606504515,Education,0.5376232188888889,Health,0.7801538461538461,0.24253062726495722
GAB,Gabon,High,SSA,112.0,0.706,65.821,0.7049384615384615,9.436,0.5242222222222223,12.97731,0.7209616666666666,0.6225919444444444,13366.93455,0.7394735717961164,0.6872147202842726,1.0257906891849717,0.9059642147754107,1.0760444297383887,Education,0.6225919444444444,Income,0.7394735717961164,0.11688162735167196
GBR,United Kingdom,Very High,,18.0,0.929,80.7422,0.9344953846153846,13.4061203,0.7447844611111111,17.30971909,0.9616510605555556,0.8532177608333333,45224.76564,0.9235894757388873,0.9030365762893302,1.034836693387683,0.944831896332807,1.022759764099491,Education,0.8532177608333333,Health,0.9344953846153846,0.08127762378205128
GEO,Georgia,Very High,ECA,63.0,0.802,71.694,0.7952923076923077,12.82221985,0.7123455472222222,15.56851959,0.864917755,0.7886316511111111,14664.16825,0.7534647913292357,0.7789112610362764,1.0210306969169218,1.012479457623841,0.9673307204813212,Income,0.7534647913292357,Health,0.7952923076923077,0.041827516363072026
GHA,Ghana,Medium,SSA,133.0,0.632,63.7954,0.6737753846153847,8.329886695,0.4627714830555556,12.04778004,0.6693211133333333,0.5660462981944445,5744.504017,0.6119008870757989,0.6156719855348844,1.0943739530880572,0.9193958982926176,0.993874825316586,Education,0.5660462981944445,Health,0.6737753846153847,0.10772908642094015
GIN,Guinea,Low,SSA,182.0,0.465,58.8922,0.5983415384615385,2.202125952,0.12234033066666666,9.805297465,0.5447387480555556,0.33353953936111114,2480.887182,0.4850703645858297,0.45916319959736385,1.3031130085908864,0.7264073855517799,1.0564225639406286,Education,0.33353953936111114,Health,0.5983415384615385,0.26480199910042734
GMB,Gambia,Low,SSA,174.0,0.5,62.083,0.6474307692307693,4.637487411,0.2576381895,9.418626299,0.5232570166111111,0.3904476030555556,2172.207664,0.46499925363895483,0.48985714925761054,1.3216725941674323,0.7970642127960931,0.9492548069241648,Education,0.3904476030555556,Health,0.6474307692307693,0.25698316617521366
GNB,Guinea-Bissau,Low,SSA,177.0,0.483,59.6523,0.6100353846153845,3.583719,0.19909549999999998,10.61306278,0.5896145988888889,0.39435504944444444,1908.24159,0.4454281977716832,0.4749778745205508,1.2843448449702266,0.8302598301921155,0.9377872563460026,Education,0.39435504944444444,Health,0.6100353846153845,0.2156803351709401
GNQ,Equatorial Guinea,Medium,SSA,145.0,0.596,60.5943,0.6245276923076922,5.910863,0.32838127777777776,9.73494,0.54083,0.4346056388888889,12073.95993,0.724106215310846,0.5814108214785443,1.07415904423571,0.7475018056658704,1.2454295457890228,Education,0.4346056388888889,Income,0.724106215310846,0.28950057642195703
GRC,Greece,Very High,,33.0,0.887,80.1106,0.9247784615384617,11.40853024,0.6338072355555555,20.02878952,1.0,0.8169036177777778,29002.48545,0.8564809553597278,0.864918949286872,1.0692082330962271,0.9444857445328455,0.99024417960307,Education,0.8169036177777778,Health,0.9247784615384617,0.1078748437606839
GRD,Grenada,High,LAC,68.0,0.795,74.9362,0.8451723076923077,9.032104,0.5017835555555555,18.66202035,1.0,0.7508917777777777,13483.5774,0.740785999796606,0.7775681406111088,1.0869430774620823,0.9656925722132012,0.9526959260630266,Income,0.740785999796606,Health,0.8451723076923077,0.10438630789570169
GTM,Guatemala,Medium,LAC,135.0,0.627,69.2368,0.7574892307692308,5.681300163,0.31562778683333337,10.56245041,0.5868028005555556,0.45121529369444446,8723.285317,0.6750047736766245,0.6133227008508146,1.2350581997346994,0.7356898628870393,1.1005703404427116,Education,0.45121529369444446,Health,0.7574892307692308,0.30627393707478634
GUY,Guyana,High,LAC,108.0,0.714,65.6734,0.7026676923076923,8.617477,0.4787487222222222,12.50272216,0.6945956755555556,0.5866721988888889,22464.65734,0.8178955448707691,0.6960083431332151,1.0095679157300024,0.842909721811482,1.1751231906055255,Education,0.5866721988888889,Income,0.8178955448707691,0.2312233459818802
HKG,Hong Kong,Very High,,4.0,0.952,85.4734,1.0,12.22620964,0.6792338688888889,17.27816963,0.9598983127777778,0.8195660908333333,62606.8454,0.9727172971753811,0.9272358332478432,1.0784742825320768,0.883880951799098,1.04905058917776,Education,0.8195660908333333,Health,1.0,0.18043390916666668
HND,Honduras,Medium,LAC,137.0,0.621,70.1229,0.7711215384615385,7.088479996,0.3938044442222222,10.13281417,0.5629341205555556,0.4783692823888889,5297.955301,0.5996770614160104,0.6047852420205989,1.275033656385541,0.7909738021891012,0.9915537280844983,Education,0.4783692823888889,Health,0.7711215384615385,0.29275225607264965
HRV,Croatia,Very High,,40.0,0.858,77.5804,0.8858523076923076,12.19108434,0.6772824633333333,15.11209965,0.8395610916666666,0.7584217775,30132.28814,0.8622536650912279,0.8336217839513139,1.0626549410614299,0.9097912171934006,1.0343463686903678,Education,0.7584217775,Health,0.8858523076923076,0.12743053019230766
HTI,Haiti,Low,LAC,163.0,0.535,63.1924,0.6644984615384615,5.554,0.3085555555555556,9.7,0.5388888888888889,0.4237222222222222,2847.500746,0.5058896883517494,0.5222482773094028,1.272380380002256,0.8113424986391876,0.9686766052308836,Education,0.4237222222222222,Health,0.6644984615384615,0.24077623931623926
HUN,Hungary,Very High,,46.0,0.846,74.5301,0.8389246153846155,12.24958992,0.6805327733333333,15.0336281,0.8352015611111111,0.7578671672222221,32789.01063,0.875017289047898,0.8224526193839777,1.0200278965771614,0.9214721302606702,1.0639120946605916,Education,0.7578671672222221,Income,0.875017289047898,0.11715012182567586
IDN,Indonesia,High,EAP,114.0,0.705,67.5703,0.7318507692307693,8.556509972,0.47536166511111116,13.74889386,0.7638274366666667,0.6195945508888889,11466.06836,0.7163028325365473,0.6873990547598614,1.0646665341814252,0.9013607839558936,1.0420480324733399,Education,0.6195945508888889,Health,0.7318507692307693,0.11225621834188038
IND,India,Medium,SA,132.0,0.633,67.2398,0.7267661538461538,6.655109195,0.36972828861111107,11.87462044,0.6597011355555555,0.5147147120833333,6589.980037,0.6326418578099257,0.6185475145494087,1.1749560652193047,0.8321344762953027,1.0227861933464952,Education,0.5147147120833333,Health,0.7267661538461538,0.21205144176282054
IRL,Ireland,Very High,,8.0,0.945,81.9976,0.9538092307692309,11.58222303,0.643456835,18.94522095,1.0,0.8217284174999999,76168.98443,1.0,0.9219979224739179,1.0345025813181405,0.8912475803580192,1.084601142393885,Education,0.8217284174999999,Income,1.0,0.17827158250000008
IRN,Iran,High,SA,76.0,0.774,73.8749,0.8288446153846153,10.63645314,0.5909140633333334,14.61524963,0.8119583127777777,0.7014361880555555,13000.7117,0.7352772459236994,0.7533049217522776,1.100277711523009,0.9311451018054294,0.9760685543024945,Education,0.7014361880555555,Health,0.8288446153846153,0.12740842732905977
IRQ,Iraq,Medium,AS,121.0,0.686,70.3779,0.7750446153846153,7.905593489,0.4391996382777778,12.08747317,0.6715262872222223,0.5553629627500001,9977.249073,0.6952932932512202,0.6688938746236696,1.1586959378581063,0.8302706659744137,1.039467275197285,Education,0.5553629627500001,Health,0.7750446153846153,0.21968165263461525
ISL,Iceland,Very High,,3.0,0.959,82.6782,0.96428,13.76716995,0.764842775,19.16305923,1.0,0.8824213875,55782.04981,0.9552820679380805,0.9332620442822778,1.0332360625911627,0.9455237067726496,1.0235946846769464,Education,0.8824213875,Health,0.96428,0.08185861250000004
ISR,Israel,Very High,,22.0,0.919,82.255,0.9577692307692307,13.3448664,0.7413814666666667,16.05088997,0.8917161094444445,0.8165487880555555,41523.74319,0.910692418890874,0.8930413746042106,1.072480243363536,0.914345976878668,1.0197650912808898,Education,0.8165487880555555,Health,0.9577692307692307,0.14122044271367518
ITA,Italy,Very High,,30.0,0.895,82.8502,0.9669261538461539,10.7401104,0.5966728,16.22678947,0.9014883038888889,0.7490805519444445,42839.51441,0.9154046812600373,0.8719902977152896,1.1088726060136296,0.8590468883737787,1.0497876910540154,Education,0.7490805519444445,Health,0.9669261538461539,0.21784560190170943
